GioiTinh,TinhTrangHonNhan,NgheNghiep,KhuVuc,HinhThuc,Mang,TienDT,HonNhan
Nam,ChuaLapGiaDinh,VHNT,Trung,TraTruoc,VinaPhone,142,1
Nam,DangCoGiaDinh,VHNT,Bac,TraTruoc,VinaPhone,159,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,190,2
Nam,DangCoGiaDinh,TXTN,Trung,TraTruoc,Viettel,88,2
Nu,DangCoGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,167,2
Nam,LyHon,KyThuat,Bac,TraTruoc,Mobiphone,113,3
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,VinaPhone,195,1
Nu,ChuaLapGiaDinh,TXTN,Bac,TraSau,Viettel,56,1
Nu,ChuaLapGiaDinh,VHNT,Trung,TraTruoc,VinaPhone,71,1
Nu,DangCoGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,22,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraSau,Viettel,109,2
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraSau,VinaPhone,0,1
Nu,DangCoGiaDinh,HanhChinh,Nam,TraSau,Mobiphone,183,2
Nu,DangCoGiaDinh,NCKH,Bac,TraTruoc,Mobiphone,112,2
Nam,ChuaLapGiaDinh,TXCN,Nam,TraSau,Mobiphone,127,1
Nam,LyHon,HSSV,Nam,TraTruoc,VinaPhone,24,3
Nam,DangCoGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,157,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Viettel,110,1
Nam,DangCoGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,65,2
Nu,ChuaLapGiaDinh,KyThuat,Trung,TraSau,Mobiphone,93,1
Nu,DangCoGiaDinh,NCKH,Nam,TraTruoc,Mobiphone,126,2
Nu,LyHon,CongNhan,Nam,TraTruoc,VinaPhone,223,3
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Viettel,135,2
Nu,LyHon,VHNT,Nam,TraTruoc,Viettel,263,3
Nu,LyHon,KyThuat,Trung,TraTruoc,Viettel,149,3
Nam,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,EVNTelecom,185,1
Nu,DangCoGiaDinh,TXTN,Bac,TraTruoc,Viettel,79,2
Nu,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,166,1
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,135,1
Nu,DangCoGiaDinh,TXTN,Nam,TraSau,Mobiphone,135,2
Nu,DangCoGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,181,2
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,Viettel,142,1
Nam,ChuaLapGiaDinh,CongNhan,Trung,TraSau,Mobiphone,69,1
Nam,ChuaLapGiaDinh,HSSV,Nam,TraSau,Mobiphone,141,1
Nam,ChuaLapGiaDinh,HSSV,Bac,TraTruoc,Mobiphone,100,1
Nu,DangCoGiaDinh,TXTN,Nam,TraSau,Mobiphone,173,2
Nu,ChuaLapGiaDinh,HanhChinh,Trung,TraSau,Viettel,131,1
Nam,DangCoGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,98,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,157,2
Nam,DangCoGiaDinh,KyThuat,Bac,TraTruoc,Mobiphone,56,2
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,129,1
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,51,1
Nam,DangCoGiaDinh,HSSV,Nam,TraTruoc,Viettel,169,2
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,VinaPhone,159,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraSau,Viettel,232,2
Nam,LyHon,TXTN,Nam,TraTruoc,Viettel,145,3
Nam,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,243,1
Nu,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Viettel,49,1
Nam,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Viettel,159,2
Nu,LyHon,TXCN,Trung,TraTruoc,Viettel,80,3
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,Viettel,89,1
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Viettel,216,2
Nu,DangCoGiaDinh,CongNhan,Bac,TraSau,Vietnamobile,53,2
Nu,DangCoGiaDinh,NCKH,Bac,TraTruoc,Mobiphone,131,2
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,Viettel,137,2
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraSau,Mobiphone,129,1
Nam,LyHon,CongNhan,Bac,TraTruoc,Mobiphone,0,3
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,200,2
Nam,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,206,1
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,164,2
Nam,DangCoGiaDinh,HanhChinh,Bac,TraSau,VinaPhone,100,2
Nam,DangCoGiaDinh,TXTN,Bac,TraTruoc,Viettel,105,2
Nam,LyHon,HSSV,Bac,TraTruoc,Viettel,125,3
Nam,ChuaLapGiaDinh,TXTN,Nam,TraSau,VinaPhone,226,1
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraSau,Viettel,83,1
Nu,ChuaLapGiaDinh,HSSV,Bac,TraTruoc,Mobiphone,151,1
Nam,DangCoGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,131,2
Nu,ChuaLapGiaDinh,CongNhan,Bac,TraSau,Viettel,138,1
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraSau,Viettel,105,1
Nam,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Beeline,156,2
Nu,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,VinaPhone,159,2
Nu,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,58,1
Nam,DangCoGiaDinh,CongNhan,Nam,TraSau,Viettel,214,2
Nam,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Vietnamobile,149,1
Nu,DangCoGiaDinh,TXTN,Bac,TraTruoc,Mobiphone,205,2
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,VinaPhone,92,2
Nam,ChuaLapGiaDinh,VHNT,Bac,TraSau,Mobiphone,84,1
Nu,DangCoGiaDinh,TXCN,Bac,TraTruoc,Viettel,92,2
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,92,2
Nu,DangCoGiaDinh,TXTN,Trung,TraSau,Mobiphone,31,2
Nu,ChuaLapGiaDinh,KyThuat,Bac,TraTruoc,Viettel,97,1
Nam,DangCoGiaDinh,KyThuat,Trung,TraTruoc,S-Phone,72,2
Nu,DangCoGiaDinh,HanhChinh,Nam,TraSau,Mobiphone,65,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Viettel,35,1
Nu,DangCoGiaDinh,KyThuat,Nam,TraSau,VinaPhone,170,2
Nam,DangCoGiaDinh,HanhChinh,Trung,TraSau,Mobiphone,45,2
Nam,LyHon,TXTN,Trung,TraTruoc,EVNTelecom,88,3
Nu,DangCoGiaDinh,TXTN,Nam,TraSau,Viettel,198,2
Nam,ChuaLapGiaDinh,TXCN,Trung,TraSau,Mobiphone,88,1
Nu,ChuaLapGiaDinh,LaoDongDacBiet,Bac,TraTruoc,Viettel,89,1
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,116,1
Nam,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Viettel,133,1
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,81,1
Nu,DangCoGiaDinh,TXCN,Trung,TraTruoc,Viettel,198,2
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,110,1
Nam,ChuaLapGiaDinh,TXCN,Nam,TraSau,VinaPhone,141,1
Nu,ChuaLapGiaDinh,TXCN,Trung,TraSau,VinaPhone,28,1
Nu,LyHon,HanhChinh,Bac,TraTruoc,EVNTelecom,136,3
Nam,ChuaLapGiaDinh,VHNT,Nam,TraSau,Viettel,115,1
Nu,DangCoGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,155,2
Nam,DangCoGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,164,2
Nu,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Viettel,148,2
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,Viettel,157,2
Nam,DangCoGiaDinh,KyThuat,Bac,TraTruoc,VinaPhone,161,2
Nu,LyHon,TXTN,Nam,TraTruoc,Mobiphone,124,3
Nu,DangCoGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,150,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,189,2
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,187,1
Nu,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Mobiphone,86,1
Nam,DangCoGiaDinh,NCKH,Nam,TraTruoc,Viettel,186,2
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,Mobiphone,73,1
Nam,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,Viettel,180,1
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,66,2
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,67,1
Nam,DangCoGiaDinh,VHNT,Trung,TraTruoc,VinaPhone,129,2
Nu,DangCoGiaDinh,HanhChinh,Bac,TraSau,Mobiphone,133,2
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Mobiphone,131,2
Nam,ChuaLapGiaDinh,VHNT,Trung,TraSau,Viettel,63,1
Nam,LyHon,HanhChinh,Bac,TraTruoc,Mobiphone,28,3
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Viettel,184,2
Nu,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Mobiphone,191,2
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,168,1
Nu,ChuaLapGiaDinh,KyThuat,Bac,TraSau,Viettel,16,1
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,Mobiphone,110,2
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,158,2
Nam,DangCoGiaDinh,HanhChinh,Nam,TraSau,Mobiphone,179,2
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Viettel,122,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,104,2
Nu,DangCoGiaDinh,LaoDongDacBiet,Trung,TraTruoc,Viettel,138,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraSau,Viettel,156,2
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraSau,Mobiphone,135,1
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Viettel,126,1
Nam,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,Mobiphone,140,2
Nam,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Vietnamobile,85,1
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,Viettel,147,2
Nam,DangCoGiaDinh,VHNT,Trung,TraTruoc,EVNTelecom,117,2
Nu,LyHon,HanhChinh,Nam,TraTruoc,VinaPhone,188,3
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,EVNTelecom,181,1
Nu,DangCoGiaDinh,CongNhan,Trung,TraTruoc,VinaPhone,116,2
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,VinaPhone,117,1
Nu,ChuaLapGiaDinh,TXCN,Bac,TraSau,VinaPhone,25,1
Nam,DangCoGiaDinh,LaoDongDacBiet,Trung,TraTruoc,VinaPhone,81,2
Nu,DangCoGiaDinh,HanhChinh,Bac,TraSau,Viettel,164,2
Nu,ChuaLapGiaDinh,TXCN,Bac,TraSau,Mobiphone,3,1
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,138,1
Nam,DangCoGiaDinh,KyThuat,Bac,TraSau,Viettel,80,2
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,107,1
Nu,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,Viettel,105,1
Nu,DangCoGiaDinh,VHNT,Bac,TraTruoc,VinaPhone,67,2
Nu,DangCoGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,165,2
Nam,ChuaLapGiaDinh,VHNT,Nam,TraSau,Mobiphone,200,1
Nu,DangCoGiaDinh,HanhChinh,Bac,TraSau,Viettel,202,2
Nam,LyHon,CongNhan,Nam,TraTruoc,Viettel,202,3
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Viettel,238,2
Nam,ChuaLapGiaDinh,HSSV,Bac,TraTruoc,Mobiphone,27,1
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraSau,Viettel,67,1
Nam,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,100,1
Nam,DangCoGiaDinh,TXTN,Nam,TraSau,Viettel,209,2
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,92,2
Nam,ChuaLapGiaDinh,CongNhan,Trung,TraTruoc,Viettel,110,1
Nam,DangCoGiaDinh,VHNT,Bac,TraTruoc,VinaPhone,63,2
Nam,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,165,1
Nu,LyHon,LaoDongDacBiet,Bac,TraTruoc,Viettel,50,3
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,Viettel,130,2
Nu,DangCoGiaDinh,HSSV,Nam,TraSau,Viettel,189,2
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Viettel,239,2
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,105,1
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraSau,Mobiphone,70,1
Nu,LyHon,TXCN,Trung,TraTruoc,VinaPhone,167,3
Nu,DangCoGiaDinh,HanhChinh,Trung,TraSau,Mobiphone,120,2
Nam,DangCoGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,0,2
Nam,DangCoGiaDinh,NCKH,Bac,TraTruoc,Mobiphone,81,2
Nu,DangCoGiaDinh,HanhChinh,Nam,TraSau,Viettel,136,2
Nam,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,147,1
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,174,1
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,167,1
Nam,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,225,1
Nu,DangCoGiaDinh,TXCN,Bac,TraSau,Mobiphone,58,2
Nam,ChuaLapGiaDinh,KyThuat,Bac,TraTruoc,Mobiphone,93,1
Nam,DangCoGiaDinh,VHNT,Trung,TraSau,Mobiphone,47,2
Nam,DangCoGiaDinh,HSSV,Trung,TraSau,Mobiphone,23,2
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraSau,VinaPhone,113,1
Nu,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,154,2
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Mobiphone,168,2
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Vietnamobile,143,1
Nu,LyHon,CongNhan,Trung,TraTruoc,Mobiphone,135,3
Nam,DangCoGiaDinh,KyThuat,Bac,TraTruoc,Viettel,81,2
Nu,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Viettel,136,1
Nam,DangCoGiaDinh,TXTN,Trung,TraSau,Viettel,210,2
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,166,2
Nam,ChuaLapGiaDinh,NCKH,Trung,TraTruoc,Viettel,43,1
Nam,LyHon,HanhChinh,Trung,TraSau,Viettel,128,3
Nu,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,29,1
Nu,DangCoGiaDinh,HSSV,Trung,TraTruoc,VinaPhone,117,2
Nu,DangCoGiaDinh,NCKH,Nam,TraSau,VinaPhone,173,2
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraSau,Mobiphone,142,1
Nu,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Mobiphone,98,1
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Mobiphone,164,2
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,176,2
Nu,ChuaLapGiaDinh,HanhChinh,Bac,TraSau,Mobiphone,139,1
Nam,DangCoGiaDinh,TXTN,Bac,TraTruoc,Mobiphone,154,2
Nu,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,Mobiphone,52,2
Nu,DangCoGiaDinh,VHNT,Trung,TraTruoc,Viettel,110,2
Nu,LyHon,HanhChinh,Nam,TraTruoc,Viettel,166,3
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,144,2
Nam,DangCoGiaDinh,KyThuat,Bac,TraSau,VinaPhone,153,2
Nam,ChuaLapGiaDinh,LaoDongDacBiet,Nam,TraTruoc,Viettel,163,1
Nu,DangCoGiaDinh,HSSV,Bac,TraTruoc,Mobiphone,120,2
Nu,ChuaLapGiaDinh,KyThuat,Bac,TraTruoc,Mobiphone,87,1
Nam,DangCoGiaDinh,TXCN,Nam,TraSau,Mobiphone,179,2
Nam,DangCoGiaDinh,HanhChinh,Bac,TraSau,Viettel,102,2
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraSau,VinaPhone,85,1
Nam,LyHon,KyThuat,Trung,TraSau,VinaPhone,49,3
Nu,LyHon,HSSV,Trung,TraSau,Viettel,66,3
Nu,DangCoGiaDinh,TXCN,Bac,TraTruoc,VinaPhone,5,2
Nam,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,144,1
Nu,DangCoGiaDinh,TXCN,Trung,TraSau,VinaPhone,133,2
Nu,DangCoGiaDinh,HanhChinh,Bac,TraSau,Viettel,134,2
Nu,DangCoGiaDinh,TXCN,Nam,TraSau,EVNTelecom,167,2
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraSau,Viettel,191,1
Nam,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,167,1
Nu,LyHon,TXCN,Bac,TraTruoc,Viettel,175,3
Nam,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Viettel,95,1
Nu,ChuaLapGiaDinh,HanhChinh,Trung,TraSau,VinaPhone,57,1
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,Mobiphone,206,2
Nu,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,94,2
Nam,DangCoGiaDinh,KyThuat,Trung,TraTruoc,Viettel,119,2
Nam,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,212,2
Nu,DangCoGiaDinh,VHNT,Trung,TraTruoc,Mobiphone,159,2
Nu,DangCoGiaDinh,CongNhan,Trung,TraTruoc,VinaPhone,117,2
Nam,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,120,1
Nam,DangCoGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,189,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,161,2
Nu,DangCoGiaDinh,HSSV,Bac,TraTruoc,Viettel,113,2
Nam,ChuaLapGiaDinh,TXCN,Nam,TraSau,VinaPhone,222,1
Nam,DangCoGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,141,2
Nam,LyHon,VHNT,Nam,TraTruoc,VinaPhone,184,3
Nam,DangCoGiaDinh,HanhChinh,Nam,TraSau,Mobiphone,82,2
Nu,DangCoGiaDinh,NCKH,Nam,TraTruoc,VinaPhone,191,2
Nam,ChuaLapGiaDinh,NCKH,Nam,TraSau,Mobiphone,164,1
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraSau,Viettel,129,1
Nu,DangCoGiaDinh,KyThuat,Bac,TraTruoc,Vietnamobile,152,2
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,Mobiphone,138,2
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraSau,Viettel,192,1
Nu,LyHon,TXCN,Nam,TraSau,Viettel,29,3
Nam,ChuaLapGiaDinh,HSSV,Nam,TraSau,Mobiphone,103,1
Nu,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,S-Phone,84,1
Nam,ChuaLapGiaDinh,CongNhan,Trung,TraTruoc,Mobiphone,79,1
Nu,ChuaLapGiaDinh,HanhChinh,Trung,TraSau,Viettel,138,1
Nu,DangCoGiaDinh,KyThuat,Nam,TraSau,VinaPhone,101,2
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,150,1
Nu,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,Mobiphone,89,1
Nam,DangCoGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,96,2
Nam,ChuaLapGiaDinh,LaoDongDacBiet,Nam,TraTruoc,Viettel,142,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraSau,Viettel,147,2
Nu,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,Mobiphone,142,1
Nam,DangCoGiaDinh,VHNT,Bac,TraTruoc,Viettel,121,2
Nu,DangCoGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,112,2
Nam,DangCoGiaDinh,TXCN,Bac,TraTruoc,Viettel,114,2
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,Viettel,9,1
Nam,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Viettel,51,1
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,VinaPhone,162,2
Nam,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,Viettel,166,2
Nu,DangCoGiaDinh,NCKH,Trung,TraTruoc,Viettel,133,2
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,137,1
Nu,DangCoGiaDinh,VHNT,Bac,TraTruoc,Vietnamobile,136,2
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,89,2
Nam,DangCoGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,50,2
Nu,DangCoGiaDinh,HSSV,Nam,TraSau,VinaPhone,102,2
Nu,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,VinaPhone,167,2
Nu,ChuaLapGiaDinh,TXTN,Nam,TraSau,Viettel,152,1
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,205,1
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,109,1
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,114,1
Nu,DangCoGiaDinh,TXTN,Bac,TraTruoc,Viettel,140,2
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,VinaPhone,96,1
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraSau,VinaPhone,138,1
Nu,DangCoGiaDinh,TXCN,Nam,TraTruoc,Viettel,169,2
Nu,ChuaLapGiaDinh,KyThuat,Bac,TraSau,Viettel,151,1
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Viettel,129,1
Nam,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,102,2
Nam,DangCoGiaDinh,TXCN,Bac,TraSau,EVNTelecom,60,2
Nam,DangCoGiaDinh,HanhChinh,Nam,TraSau,Viettel,106,2
Nam,LyHon,HanhChinh,Bac,TraTruoc,Mobiphone,135,3
Nam,ChuaLapGiaDinh,TXTN,Trung,TraSau,Mobiphone,86,1
Nam,DangCoGiaDinh,LaoDongDacBiet,Nam,TraTruoc,Mobiphone,181,2
Nam,DangCoGiaDinh,KyThuat,Bac,TraTruoc,VinaPhone,133,2
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,VinaPhone,85,1
Nam,DangCoGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,205,2
Nu,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,Viettel,125,1
Nam,DangCoGiaDinh,TXCN,Trung,TraSau,Viettel,132,2
Nu,DangCoGiaDinh,CongNhan,Bac,TraTruoc,Mobiphone,142,2
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,191,1
Nam,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Mobiphone,114,1
Nam,DangCoGiaDinh,VHNT,Nam,TraTruoc,Viettel,229,2
Nam,DangCoGiaDinh,VHNT,Bac,TraTruoc,Viettel,151,2
Nu,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,Mobiphone,88,2
Nam,LyHon,KyThuat,Bac,TraTruoc,Beeline,84,3
Nu,LyHon,TXCN,Trung,TraTruoc,Viettel,64,3
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,Mobiphone,107,2
Nam,DangCoGiaDinh,CongNhan,Trung,TraSau,VinaPhone,97,2
Nu,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,Viettel,147,1
Nu,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,EVNTelecom,157,1
Nu,DangCoGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,150,2
Nu,DangCoGiaDinh,LaoDongDacBiet,Bac,TraTruoc,Mobiphone,184,2
Nu,LyHon,HanhChinh,Trung,TraTruoc,Viettel,131,3
Nam,ChuaLapGiaDinh,KyThuat,Bac,TraSau,VinaPhone,122,1
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Vietnamobile,148,2
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Mobiphone,126,2
Nu,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,Mobiphone,145,1
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,117,2
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,172,1
Nam,DangCoGiaDinh,HSSV,Bac,TraTruoc,VinaPhone,188,2
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Viettel,122,1
Nu,ChuaLapGiaDinh,KyThuat,Trung,TraSau,Viettel,49,1
Nu,LyHon,TXTN,Bac,TraTruoc,Viettel,64,3
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,VinaPhone,100,2
Nu,LyHon,KyThuat,Bac,TraSau,Viettel,43,3
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,0,2
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,91,2
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Mobiphone,196,2
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Viettel,119,2
Nam,DangCoGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,141,2
Nu,DangCoGiaDinh,KyThuat,Trung,TraSau,VinaPhone,67,2
Nu,LyHon,TXCN,Trung,TraTruoc,Viettel,146,3
Nam,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,68,1
Nam,DangCoGiaDinh,VHNT,Nam,TraTruoc,Mobiphone,65,2
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,215,2
Nu,DangCoGiaDinh,HanhChinh,Bac,TraSau,S-Phone,113,2
Nam,DangCoGiaDinh,HanhChinh,Trung,TraSau,VinaPhone,144,2
Nu,DangCoGiaDinh,TXTN,Nam,TraSau,Viettel,209,2
Nam,ChuaLapGiaDinh,LaoDongDacBiet,Nam,TraTruoc,Viettel,82,1
Nu,DangCoGiaDinh,CongNhan,Nam,TraSau,Viettel,136,2
